0, 0, Header, 1, 2, 480
1, 0, Start_track
1, 0, Time_signature, 4, 2, 24, 8
1, 0, Tempo, 500000
1, 0, Control_c, 0, 121, 0
1, 0, Program_c, 0, 0
1, 0, Control_c, 0, 7, 100
1, 0, Control_c, 0, 10, 64
1, 0, Control_c, 0, 91, 0
1, 0, Control_c, 0, 93, 0
1, 0, MIDI_port, 0
1, 0, Note_on_c, 0, 72, 64
1, 911, Note_on_c, 0, 72, 0
1, 960, Note_on_c, 0, 84, 64
1, 1871, Note_on_c, 0, 84, 0
1, 1920, Note_on_c, 0, 79, 64
1, 3743, Note_on_c, 0, 79, 0
1, 3840, Note_on_c, 0, 77, 64
1, 4751, Note_on_c, 0, 77, 0
1, 4800, Note_on_c, 0, 84, 64
1, 5711, Note_on_c, 0, 84, 0
1, 5760, Note_on_c, 0, 72, 64
1, 7583, Note_on_c, 0, 72, 0
1, 7680, Note_on_c, 0, 72, 64
1, 8591, Note_on_c, 0, 72, 0
1, 8640, Note_on_c, 0, 77, 64
1, 9551, Note_on_c, 0, 77, 0
1, 9600, Note_on_c, 0, 84, 64
1, 10511, Note_on_c, 0, 84, 0
1, 10560, Note_on_c, 0, 86, 64
1, 11471, Note_on_c, 0, 86, 0
1, 11520, Note_on_c, 0, 84, 64
1, 12431, Note_on_c, 0, 84, 0
1, 12480, Note_on_c, 0, 79, 64
1, 13391, Note_on_c, 0, 79, 0
1, 13440, Note_on_c, 0, 77, 64
1, 14351, Note_on_c, 0, 77, 0
1, 15120, Note_on_c, 0, 58, 64
1, 15233, Note_on_c, 0, 58, 0
1, 15240, Note_on_c, 0, 59, 64
1, 15353, Note_on_c, 0, 59, 0
1, 15360, Note_on_c, 0, 60, 80
1, 16271, Note_on_c, 0, 60, 0
1, 16320, Note_on_c, 0, 72, 80
1, 16775, Note_on_c, 0, 72, 0
1, 16800, Note_on_c, 0, 69, 80
1, 17255, Note_on_c, 0, 69, 0
1, 17280, Note_on_c, 0, 67, 80
1, 17735, Note_on_c, 0, 67, 0
1, 17760, Note_on_c, 0, 65, 80
1, 18215, Note_on_c, 0, 65, 0
1, 18240, Note_on_c, 0, 64, 80
1, 18695, Note_on_c, 0, 64, 0
1, 18720, Note_on_c, 0, 65, 80
1, 19175, Note_on_c, 0, 65, 0
1, 19200, Note_on_c, 0, 67, 80
1, 20111, Note_on_c, 0, 67, 0
1, 20160, Note_on_c, 0, 76, 80
1, 20615, Note_on_c, 0, 76, 0
1, 20880, Note_on_c, 0, 75, 80
1, 20993, Note_on_c, 0, 75, 0
1, 21000, Note_on_c, 0, 74, 80
1, 21113, Note_on_c, 0, 74, 0
1, 21120, Note_on_c, 0, 72, 80
1, 22943, Note_on_c, 0, 72, 0
1, 23040, Note_on_c, 0, 62, 80
1, 23951, Note_on_c, 0, 62, 0
1, 24000, Note_on_c, 0, 72, 80
1, 24455, Note_on_c, 0, 72, 0
1, 24480, Note_on_c, 0, 69, 80
1, 24935, Note_on_c, 0, 69, 0
1, 24960, Note_on_c, 0, 67, 80
1, 25415, Note_on_c, 0, 67, 0
1, 25440, Note_on_c, 0, 65, 80
1, 25895, Note_on_c, 0, 65, 0
1, 25920, Note_on_c, 0, 67, 80
1, 26375, Note_on_c, 0, 67, 0
1, 26400, Note_on_c, 0, 69, 80
1, 26855, Note_on_c, 0, 69, 0
1, 26880, Note_on_c, 0, 64, 80
1, 27791, Note_on_c, 0, 64, 0
1, 27840, Note_on_c, 0, 67, 80
1, 28751, Note_on_c, 0, 67, 0
1, 28800, Note_on_c, 0, 67, 80
1, 29255, Note_on_c, 0, 67, 0
1, 29280, Note_on_c, 0, 65, 80
1, 29735, Note_on_c, 0, 65, 0
1, 29760, Note_on_c, 0, 64, 80
1, 30215, Note_on_c, 0, 64, 0
1, 30240, Note_on_c, 0, 65, 80
1, 30695, Note_on_c, 0, 65, 0
1, 30720, Note_on_c, 0, 84, 80
1, 31175, Note_on_c, 0, 84, 0
1, 31200, Note_on_c, 0, 77, 80
1, 31655, Note_on_c, 0, 77, 0
1, 31680, Note_on_c, 0, 79, 80
1, 32135, Note_on_c, 0, 79, 0
1, 32160, Note_on_c, 0, 77, 80
1, 32615, Note_on_c, 0, 77, 0
1, 32640, Note_on_c, 0, 71, 80
1, 33095, Note_on_c, 0, 71, 0
1, 33120, Note_on_c, 0, 77, 80
1, 33575, Note_on_c, 0, 77, 0
1, 33600, Note_on_c, 0, 79, 80
1, 34055, Note_on_c, 0, 79, 0
1, 34080, Note_on_c, 0, 77, 80
1, 34535, Note_on_c, 0, 77, 0
1, 34560, Note_on_c, 0, 70, 80
1, 35015, Note_on_c, 0, 70, 0
1, 35040, Note_on_c, 0, 77, 80
1, 35495, Note_on_c, 0, 77, 0
1, 35520, Note_on_c, 0, 79, 80
1, 35975, Note_on_c, 0, 79, 0
1, 36000, Note_on_c, 0, 82, 80
1, 36455, Note_on_c, 0, 82, 0
1, 36480, Note_on_c, 0, 81, 80
1, 36935, Note_on_c, 0, 81, 0
1, 36960, Note_on_c, 0, 79, 80
1, 37415, Note_on_c, 0, 79, 0
1, 37440, Note_on_c, 0, 77, 80
1, 37895, Note_on_c, 0, 77, 0
1, 37920, Note_on_c, 0, 72, 80
1, 38375, Note_on_c, 0, 72, 0
1, 38400, Time_signature, 6, 2, 24, 8
1, 38400, Key_signature, -6, "major"
1, 38400, Tempo, 428572
1, 43200, Note_on_c, 0, 77, 64
1, 43427, Note_on_c, 0, 77, 0
1, 43440, Note_on_c, 0, 78, 64
1, 43667, Note_on_c, 0, 78, 0
1, 43680, Note_on_c, 0, 77, 64
1, 43744, Note_on_c, 0, 77, 0
1, 43748, Note_on_c, 0, 78, 64
1, 43812, Note_on_c, 0, 78, 0
1, 43818, Note_on_c, 0, 77, 64
1, 43913, Note_on_c, 0, 77, 0
1, 43920, Note_on_c, 0, 73, 64
1, 44147, Note_on_c, 0, 73, 0
